Unnamed: 0,person,text,type,book,ms,city,shelfmark,folia,date
124,Alcuin,Interrogationes et responsiones in Genesim,Questions,Genesis,"Monza, Biblioteca capitolare C-4/64 (LXXV), f. 121rv, saec. x. N. Italy. Fragment.",Monza, Biblioteca capitolare C-4/64 (LXXV),121rv,x
125,Alcuin,Interrogationes et responsiones in Genesim,Questions,Genesis,"Munich, Bayerische Staatsbibliothek Clm 13581, f. 105v-118r, saec. ix; O: Tours; P: St. Emmeram, Regensburg. *",Munich, Bayerische Staatsbibliothek Clm 13581,105v-118r,ix
126,Alcuin,Interrogationes et responsiones in Genesim,Questions,Genesis,"Munich, Bayerische Staatsbibliothek Clm 14727, f. 53r-122v; 131r-138r. 820-830; St.",Munich, Bayerische Staatsbibliothek Clm 14727,53r-122v; 131r-138r,unknown
127,Alcuin,Interrogationes et responsiones in Genesim,Questions,Genesis,"Munich, Bayerische Staatsbibliothek Clm 14760, f. 1v-105. 817-847; St. Emmeram.",Munich, Bayerische Staatsbibliothek Clm 14760,1v-105,unknown
128,Alcuin,Interrogationes et responsiones in Genesim,Questions,Genesis,"Munich, Bayerische Staatsbibliothek Clm. 18746, f. 63-85, saec. xv; Tegernsee.",Munich, Bayerische Staatsbibliothek Clm. 18746,63-85,xv
129,Alcuin,Interrogationes et responsiones in Genesim,Questions,Genesis,"Orléans, Bibliothèque municipale 191 (168), p. 157-175, saec. ix2/2; Fleury.",Orléans, Bibliothèque municipale 191 (168),157-175,ix2/2
130,Alcuin,Interrogationes et responsiones in Genesim,Questions,Genesis,"Oxford, Bodleian Library Can. Lat. Script. Eccl. 39, f. 140b-141, saec. xi ex.",Oxford, Bodleian Library Can. Lat. Script. Eccl. 39,140b-141,xi ex
131,Alcuin,Interrogationes et responsiones in Genesim,Questions,Genesis,"Oxford, Bodleian Library Laud Misc. 457 [1161], f. 129-142, saec. xii. P: Eberbach.",Oxford, Bodleian Library Laud Misc. 457 [1161],129-142,xii
132,Alcuin,Interrogationes et responsiones in Genesim,Questions,Genesis,"Oxford, Bodleian Library Barlow 35 [6467(55)], f. 6-43, saec. xiin..",Oxford, Bodleian Library Barlow 35 [6467(55)],6-43,xiin
133,Alcuin,Interrogationes et responsiones in Genesim,Questions,Genesis,"Oxford, Bodleian Library Tanner 4, f. 125-130v, saec. xiii-xiv.",Oxford, Bodleian Library Tanner 4,125-130v,xiii-xiv
134,Alcuin,Interrogationes et responsiones in Genesim,Questions,Genesis,"Oxford, Bodleian Library Wood empt. 5, f. 81r-146v, saec. xiii in.",Oxford, Bodleian Library Wood empt. 5,81r-146v,xiii in
135,Alcuin,Interrogationes et responsiones in Genesim,Questions,Genesis,"Oxford, Merton College L, f. 9-29, saec. xv.",Oxford, Merton College L,9-29,xv
136,Alcuin,Interrogationes et responsiones in Genesim,Questions,Genesis,"Oxford, Queen's College CCCXLVIII, f. 1-4a, saec. xii ex.",Oxford, Queen's College CCCXLVIII,1-4a,xii ex
137,Alcuin,Interrogationes et responsiones in Genesim,Questions,Genesis,"Paris, Bibliothèque nationale de France lat. 1764, f. 10-27, saec. ix.",Paris, Bibliothèque nationale de France lat. 1764,10-27,ix
138,Alcuin,Interrogationes et responsiones in Genesim,Questions,Genesis,"Paris, Bibliothèque nationale de France lat. 1862, f. 82v, saec. ix. Micy*",Paris, Bibliothèque nationale de France lat. 1862,82v,ix
139,Alcuin,Interrogationes et responsiones in Genesim,Questions,Genesis,"Paris, Bibliothèque nationale de France lat. 1863, f. 82v-114v, saec. ix4/4; O: Reims; P:x.",Paris, Bibliothèque nationale de France lat. 1863,82v-114v,ix4/4
140,Alcuin,Interrogationes et responsiones in Genesim,Questions,Genesis,"Paris, Bibliothèque nationale de France lat. 2384, f. 68v-83, saec. ix1/2; St. Denis; J.A. de Thou. (S) *",Paris, Bibliothèque nationale de France lat. 2384,68v-83,ix1/2
141,Alcuin,Interrogationes et responsiones in Genesim,Questions,Genesis,"Paris, Bibliothèque nationale de France lat. 13187, f. 65-127, saec. ix2/2. Corbie; St. Germain-",Paris, Bibliothèque nationale de France lat. 13187,65-127,ix2/2
142,Alcuin,Interrogationes et responsiones in Genesim,Questions,Genesis,"Paris, Bibliothèque nationale de France lat. 13372, f. 36v-81v, saec. xii. Copy of 13373.",Paris, Bibliothèque nationale de France lat. 13372,36v-81v,xii
143,Alcuin,Interrogationes et responsiones in Genesim,Questions,Genesis,"Paris, Bibliothèque nationale de France lat. 13373, f. 34v-89v, saec. ix inc.. O: Corbie; P: St.",Paris, Bibliothèque nationale de France lat. 13373,34v-89v,ix inc
144,Alcuin,Interrogationes et responsiones in Genesim,Questions,Genesis,"Paris, Bibliothèque nationale de France lat. 15074, f. 143-150, saec. xii. St. Victor.",Paris, Bibliothèque nationale de France lat. 15074,143-150,xii
145,Alcuin,Interrogationes et responsiones in Genesim,Questions,Genesis,"Perugia, Biblioteca Capitolare 3 (Dominicani 30), f. 79r-133r, saec. xiin.  O: M. Amiara.",Perugia, Biblioteca Capitolare 3 (Dominicani 30),79r-133r,xiin
146,Alcuin,Interrogationes et responsiones in Genesim,Questions,Genesis,"Salzburg, St. Peters B.VI.20, f. 66-89v, saec. xv.",Salzburg, St. Peters B.VI.20,66-89v,xv
147,Alcuin,Interrogationes et responsiones in Genesim,Questions,Genesis,"Schaffhausen, Ministerialbibliothek 33, f. 65r-109v.  saec. xi.",Schaffhausen, Ministerialbibliothek 33,65r-109v,xi
148,Alcuin,Interrogationes et responsiones in Genesim,Questions,Genesis,"Trier, Stadtbibliothek 156/1213, f. 107v-109v, saec. xv. Q. 281 only.",Trier, Stadtbibliothek 156/1213,107v-109v,xv
149,Alcuin,Interrogationes et responsiones in Genesim,Questions,Genesis,"Troyes, Bibliothèque municipale 552, f. 89-89v, saec. ix. Fragment.",Troyes, Bibliothèque municipale 552,89-89v,ix
150,Alcuin,Interrogationes et responsiones in Genesim,Questions,Genesis,"Troyes, Bibliothèque municipale 2273, saec. xii. Fragment.",Troyes, Bibliothèque municipale 2273,,xii
151,Alcuin,Interrogationes et responsiones in Genesim,Questions,Genesis,"Vatican, Biblioteca Apostolica lat. 1008, f. 132r-147v, saec. xv. Fragment. (S)",Vatican, Biblioteca Apostolica lat. 1008,132r-147v,xv
152,Alcuin,Interrogationes et responsiones in Genesim,Questions,Genesis,"Vatican, Biblioteca Apostolica Pal. lat. 289, f. 2v-57v. ca. 825. P: Lorsch. O: Mainz.",Vatican, Biblioteca Apostolica Pal. lat. 289,2v-57v,unknown
153,Alcuin,Interrogationes et responsiones in Genesim,Questions,Genesis,"Vienna, Österreichische Nationalbibliothek 1029 (Salisb. 190), f. 241v-267, saec. xi.",Vienna, Österreichische Nationalbibliothek 1029 (Salisb. 190),241v-267,xi
154,Alcuin,Interrogationes et responsiones in Genesim,Questions,Genesis,"Vienna, Österreichische Nationalbibliothek 1060 (Theol. 464), f. 1-34, saec. xii. (S)",Vienna, Österreichische Nationalbibliothek 1060 (Theol. 464),1-34,xii
155,Alcuin,Interrogationes et responsiones in Genesim,Questions,Genesis,"Vorau, Stiftsbibliothek 187, f. 96-103, saec. xii.",Vorau, Stiftsbibliothek 187,96-103,xii
156,Alcuin,Interrogationes et responsiones in Genesim,Questions,Genesis,"Zwettl, Stiftsbibliothek 239, f. 85r-112v, saec. xii ex.",Zwettl, Stiftsbibliothek 239,85r-112v,xii ex
157,Alcuin,Interrogationes et responsiones in Genesim,Questions,Genesis,"Montecassino, Archivio della Badia 29, p. 247-255. Saec. x-xi.",Montecassino, Archivio della Badia 29,247-255,unknown
158,Alcuin,Interrogationes et responsiones in Genesim,Questions,Genesis,"Paris, Bibliothèque nationale de France lat. 528 (St. Martial 145; Regius 43214), f. 2-22v; 26-30v, saec. ix. Stegmüller 10267.",Paris, Bibliothèque nationale de France lat. 528 (St. Martial 145; Regius 43214),2-22v; 26-30v,ix
159,Alcuin,Expositio in Psalmos poenitentiales,Exposition,Psalms,"Cologne, Dombibliothek CVI, f. 6v-22r, saec. ix inc. O: Werden (C)",Cologne, Dombibliothek CVI,6v-22r,ix inc
160,Alcuin,Expositio in Psalmos poenitentiales,Exposition,Psalms,"Ivrea, Biblioteca Capitolare 16 (xxx),f . 1-32, saec. ixmid,-x. (C)",Ivrea, Biblioteca Capitolare 16 (xxx),,ixmid
161,Alcuin,Expositio in Psalmos poenitentiales,Exposition,Psalms,"Karlsruhe, Landesbibliothek 135, f. 134v-143v, saec. ixex. (C,S) *",Karlsruhe, Landesbibliothek 135,134v-143v,ixex
162,Alcuin,Expositio in Psalmos poenitentiales,Exposition,Psalms,"Montpellier, BU Section de Méd. 404, saec. ix3/3; O: Lyon. (C)",Montpellier, BU Section de Méd. 404,,ix3/3
163,Alcuin,Expositio in Psalmos poenitentiales,Exposition,Psalms,"Munich, Bayerische Staatsbibliothek Clm 2543, f. 1-49, saec. xii. (C)",Munich, Bayerische Staatsbibliothek Clm 2543,1-49,xii
164,Alcuin,Expositio in Psalmos poenitentiales,Exposition,Psalms,"Munich, Bayerische Staatsbibliothek Clm 14447, f. 1r-52v, saec. ix2/4; Salzburg. P: St. Emmeram. (C) *",Munich, Bayerische Staatsbibliothek Clm 14447,1r-52v,ix2/4
165,Alcuin,Expositio in Psalmos poenitentiales,Exposition,Psalms,"Paris, Bibliothèque nationale de France lat. 2847, f. 1-28v, saec.ix. (C)",Paris, Bibliothèque nationale de France lat. 2847,1-28v,ix
166,Alcuin,Expositio in Psalmos poenitentiales,Exposition,Psalms,"Princeton, University Library Garret 169 (Admont 729), f. 22-69, saec. xii. (C)",Princeton, University Library Garret 169 (Admont 729),22-69,xii
167,Alcuin,Expositio in Psalmos poenitentiales,Exposition,Psalms,"Reims, Bibliothèque municipale 118 (E.243), f. 103r -115r, saec. ix. (C)*",Reims, Bibliothèque municipale 118 (E.243),103r -115r,ix
168,Alcuin,Expositio in Psalmos poenitentiales,Exposition,Psalms,"Reims, Bibliothèque municippale 438 (E 346), f. 39v-68r, saec. x. (C)",Reims, Bibliothèque municippale 438 (E 346),39v-68r,x
169,Alcuin,Expositio in Psalmos poenitentiales,Exposition,Psalms,"Sankt Gallen, Stiftsbibliothek 267, p. 45-106, saec. ix. (C)",Sankt Gallen, Stiftsbibliothek 267,45-106,ix
170,Alcuin,Expositio in Psalmos poenitentiales,Exposition,Psalms,"Vienna, Österreichische Nationalbibliothek 458, f. 86v-114r, saec. ix. (C)",Vienna, Österreichische Nationalbibliothek 458,86v-114r,ix
171,Alcuin,Expositio in Psalmos poenitentiales,Exposition,Psalms,"Wilhering, Cistercienser, IX 121, f. 1-32, saec. xii. (C,S)",Wilhering, Cistercienser,1-32,xii
172,Alcuin,Expositio in Psalmos graduales,Exposition,Psalms,"Cologne, Dombibliothek 106, f. 47r-59v, saec. ix inc. O: Werden. (C)",Cologne, Dombibliothek 106,47r-59v,ix inc
173,Alcuin,Expositio in Psalmos graduales,Exposition,Psalms,"Ivrea, Biblioteca capitolare 16 (XXX), f. 64r-83v, saec. ixmed-x; O: France. (C)",Ivrea, Biblioteca capitolare 16 (XXX),64r-83v,ixmed-x
174,Alcuin,Expositio in Psalmos graduales,Exposition,Psalms,"Karlsruhe, Landesbibliothek Aug. perg. 135, f. 153-159r, saec. ixex; O: Reichenau. (C,S) *",Karlsruhe, Landesbibliothek Aug. perg. 135,153-159r,ixex
175,Alcuin,Expositio in Psalmos graduales,Exposition,Psalms,"Montpellier, BU Section de Méd. 404, saec. ix. (C)",Montpellier, BU Section de Méd. 404,,ix
176,Alcuin,Expositio in Psalmos graduales,Exposition,Psalms,"Munich, Bayerische Staatsbibliothek clm 14447, f. 105v-139v, saec. ix. (C) *",Munich, Bayerische Staatsbibliothek clm 14447,105v-139v,ix
177,Alcuin,Expositio in Psalmos graduales,Exposition,Psalms,"Paris, Bibliothèque nationale de France lat. 2384, f. 83-88, saec. ix-x. (S) *",Paris, Bibliothèque nationale de France lat. 2384,83-88,ix-x
178,Alcuin,Expositio in Psalmos graduales,Exposition,Psalms,"Paris, Bibliothèque nationale de France lat. 2847, f. 70v-93v, saec. x.",Paris, Bibliothèque nationale de France lat. 2847,70v-93v,x
179,Alcuin,Expositio in Psalmos graduales,Exposition,Psalms,"Reims, Bibliothèque municipale 118, f. 116r-140v, saec. ix mid., Reims. *",Reims, Bibliothèque municipale 118,116r-140v,ix mid
180,Alcuin,Expositio in Psalmos graduales,Exposition,Psalms,"Reims, Bibliothèque municipale 438 (E. 346). (C)",Reims, Bibliothèque municipale 438 (E. 346). (C),,unknown
181,Alcuin,Expositio in Psalmos graduales,Exposition,Psalms,"Sankt Gallen, Stiftsbibliothek 267, p. 182-236, saec. ix. (C)",Sankt Gallen, Stiftsbibliothek 267,182-236,ix
182,Alcuin,Expositio in Psalmos graduales,Exposition,Psalms,"Vienna, Österreichische Nationalbibliothek 458, f. 86v-114v, saec. ix. (C)",Vienna, Österreichische Nationalbibliothek 458,86v-114v,ix
183,Alcuin,Expositio in Psalmo centesimum octauusdecimum,Exposition,Psalms,"Cologne, Dombibliothek 106, f. 27r-44r, saec. ix inc. O: Werden. (C)",Cologne, Dombibliothek 106,27r-44r,ix inc
184,Alcuin,Expositio in Psalmo centesimum octauusdecimum,Exposition,Psalms,"Ivrea, Biblioteca capitolare 16 (XXX), f. 38r-64r, saec. x. (C)",Ivrea, Biblioteca capitolare 16 (XXX),38r-64r,x
185,Alcuin,Expositio in Psalmo centesimum octauusdecimum,Exposition,Psalms,"Karlsruhe, Landesbibliothek Aug. perg. 135, f. 145v-153r, saec. x.. (S) *",Karlsruhe, Landesbibliothek Aug. perg. 135,145v-153r,x
186,Alcuin,Expositio in Psalmo centesimum octauusdecimum,Exposition,Psalms,"Milan, Biblioteca Ambrosiana R 42 sup.",Milan, Biblioteca Ambrosiana R 42 sup.,,unknown
187,Alcuin,Expositio in Psalmo centesimum octauusdecimum,Exposition,Psalms,"Munich, Bayerische Staatsbibliothek clm 14447, f. 63r-103v, saec. ix. (C)*",Munich, Bayerische Staatsbibliothek clm 14447,63r-103v,ix
188,Alcuin,Expositio in Psalmo centesimum octauusdecimum,Exposition,Psalms,"Paris, Bibliothèque nationale de France lat. 2847, f. 36-70v, saec. ix. (C)",Paris, Bibliothèque nationale de France lat. 2847,36-70v,ix
189,Alcuin,Expositio in Psalmo centesimum octauusdecimum,Exposition,Psalms,"Reims, Bibliothèque municipale 438 (E. 346). (C)",Reims, Bibliothèque municipale 438 (E. 346). (C),,unknown
190,Alcuin,Expositio in Psalmo centesimum octauusdecimum,Exposition,Psalms,"Sankt Gallen, Stiftsbibliothek 267, p. 120-182, saec. ix. (C)",Sankt Gallen, Stiftsbibliothek 267,120-182,ix
191,Alcuin,Expositio in Psalmo centesimum octauusdecimum,Exposition,Psalms,"Stuttgart, Württembergische Landesbibliothek HB IV 14, f. 72r-82v, saec. xv (ca. 1490).",Stuttgart, Württembergische Landesbibliothek HB IV 14,72r-82v,xv
192,Alcuin,Expositio in Psalmo centesimum octauusdecimum,Exposition,Psalms,"Vienna, Österreichische Nationalbibliothek 458, f. 144ra-, saec. ix. (C)",Vienna, Österreichische Nationalbibliothek 458,144ra-,ix
193,Alcuin,Compendium in Canticum Canticorum (versio brevior) Clavis 1220,Compendium,Song of Songs,"Arras, Bibliothèque municipale 1079 (235), f. 2-14v, saec. ix1; O: Tours ? (Bischoff); P:Arras, Saint-Vaast. Stegmüller 10444. Cf. Ph. Grierson, ""Les livres de l'abbé Seiwold de Bath,"" Revue Bénédictine 52 (1940), p. 114.(C)",Arras, Bibliothèque municipale 1079 (235),114,ix1
194,Alcuin,Compendium in Canticum Canticorum (versio brevior) Clavis 1220,Compendium,Song of Songs,"Avranches, Bibliothèque municipale 109, f. 37r-47v, saec. ix2/3. O: Reims; P: Mont-Saint-Michel. (C)*",Avranches, Bibliothèque municipale 109,37r-47v,ix2/3
195,Alcuin,Compendium in Canticum Canticorum (versio brevior) Clavis 1220,Compendium,Song of Songs,"Bamberg, Staatsbibliothek Bibl. 14 (A.I.41), f. 1-27v, saec. x; Cathedral.",Bamberg, Staatsbibliothek Bibl. 14 (A.I.41),1-27v,x
196,Alcuin,Compendium in Canticum Canticorum (versio brevior) Clavis 1220,Compendium,Song of Songs,"Bamberg, Staatsbibliothek Bibl. 22 (A.I.47), f. 5-17v, saec. xi; Cathedral.",Bamberg, Staatsbibliothek Bibl. 22 (A.I.47),5-17v,xi
197,Alcuin,Compendium in Canticum Canticorum (versio brevior) Clavis 1220,Compendium,Song of Songs,"Barcelona, Archivo Capitular 64, f. 315ra-320vb, saec. x. Stegmüller 8580. (C) *",Barcelona, Archivo Capitular 64,315ra-320vb,x
198,Alcuin,Compendium in Canticum Canticorum (versio brevior) Clavis 1220,Compendium,Song of Songs,"Berlin, Staatsbibliothek Theol. lat. qu. 167, f. 73-88, saec. xv; Erfurt, Carthusians; catena.",Berlin, Staatsbibliothek Theol. lat. qu. 167,73-88,xv
199,Alcuin,Compendium in Canticum Canticorum (versio brevior) Clavis 1220,Compendium,Song of Songs,"Bern, Bürgerbibliothek A 94,  no 2, f. 6v-18r, saec. xii. Stegmüller 1092. (C)",Bern, Bürgerbibliothek A 94,6v-18r,xii
200,Alcuin,Compendium in Canticum Canticorum (versio brevior) Clavis 1220,Compendium,Song of Songs,"Bologna, Biblioteca Universitaria 877 (1695), f. 74-84v, saec. xiv; S. Giovanni in Monte. (C)",Bologna, Biblioteca Universitaria 877 (1695),74-84v,xiv
201,Alcuin,Compendium in Canticum Canticorum (versio brevior) Clavis 1220,Compendium,Song of Songs,"Cologne, Stadtarchiv W* 12, f. 65-99, saec. xv.",Cologne, Stadtarchiv W* 12,65-99,xv
202,Alcuin,Compendium in Canticum Canticorum (versio brevior) Clavis 1220,Compendium,Song of Songs,"El Escorial, Biblioteca del Monasterio, Lat. b.III.10, f. 42-, saec. xiii. (C),S",El Escorial, Biblioteca del Monasterio,42-,xiii
203,Alcuin,Compendium in Canticum Canticorum (versio brevior) Clavis 1220,Compendium,Song of Songs,"El Escorial, Biblioteca del Monasterio, Lat. b.IV.17, f. 40v-61, saec. ix3/3; S. France3/3 (Bischoff). (C)",El Escorial, Biblioteca del Monasterio,40v-61,ix3/3
204,Alcuin,Compendium in Canticum Canticorum (versio brevior) Clavis 1220,Compendium,Song of Songs,"Fulda, Landesbibliothek, Aa.4o.2, f. 72-76, saec. ix3/4; Constance. Stegmüller 5307. (C), S",Fulda, Landesbibliothek,72-76,ix3/4
205,Alcuin,Compendium in Canticum Canticorum (versio brevior) Clavis 1220,Compendium,Song of Songs,"Kassel, Gesamthochschul-Bibliothek-Landes und Murhardsche Bibliothek der Stadt. Theol. 105, f. 122v-130v. .",Kassel, Gesamthochschul-Bibliothek-Landes und Murhardsche Bibliothek der Stadt. Theol. 105,122v-130v,unknown
206,Alcuin,Compendium in Canticum Canticorum (versio brevior) Clavis 1220,Compendium,Song of Songs,"London, British Library Royal 5.E.XIX, f. 37-46, saec. xi-xii; Salisbury. (C)",London, British Library Royal 5.E.XIX,37-46,xi-xii
207,Alcuin,Compendium in Canticum Canticorum (versio brevior) Clavis 1220,Compendium,Song of Songs,"Metz, Bibliothèque municipale 1212, pp. 410-434, saec. xii. (C)",Metz, Bibliothèque municipale 1212,410-434,xii
208,Alcuin,Compendium in Canticum Canticorum (versio brevior) Clavis 1220,Compendium,Song of Songs,"Mons, Bibl. Centr. de l’Université 2/225, f. 78-98, saec. xii. Attributed to Bede. (C)",Mons, Bibl. Centr. de l’Université 2/225,78-98,xii
209,Alcuin,Compendium in Canticum Canticorum (versio brevior) Clavis 1220,Compendium,Song of Songs,"Munich, Bayerische Staatsbibliothek Clm 18580, f. 86, saec. xii; Tegernsee. Introductory poem only. (C)",Munich, Bayerische Staatsbibliothek Clm 18580,86,xii
210,Alcuin,Compendium in Canticum Canticorum (versio brevior) Clavis 1220,Compendium,Song of Songs,"Paris, Bibliothèque Mazarine 691(709), f. 115r-126v, saec. xii. P:Collège de Navarre. (C)",Paris, Bibliothèque Mazarine 691(709),115r-126v,xii
211,Alcuin,Compendium in Canticum Canticorum (versio brevior) Clavis 1220,Compendium,Song of Songs,"Paris, Bibliothèque nationale de France lat. 5577, f. 137-155, saec. ix (saec. x; Bischoff). CSLMA",Paris, Bibliothèque nationale de France lat. 5577,137-155,ix
212,Alcuin,Compendium in Canticum Canticorum (versio brevior) Clavis 1220,Compendium,Song of Songs,"Paris, Bibliothèque nationale de France lat. 11997, f. 142-152, saec. ix; P: St-Germain-des-Près. Stegmüller 10444. CSLMA",Paris, Bibliothèque nationale de France lat. 11997,142-152,ix
213,Alcuin,Compendium in Canticum Canticorum (versio brevior) Clavis 1220,Compendium,Song of Songs,"Paris, Bibliothèque nationale de France lat 13196, f. 56r-79r, saec. ix; O: St. Amand; P: Saint-Germain-des-Prés. Stegmüller 10444. CSLMA",Paris, Bibliothèque nationale de France lat 13196,56r-79r,ix
214,Alcuin,Compendium in Canticum Canticorum (versio brevior) Clavis 1220,Compendium,Song of Songs,"Reims, Bibliothèque municipale 117 (B.80), f. 1-26, saec. xii; Saint-Thierry. Attributed to Bede; variant text. CSLMA; According to Guglielmetti, this is not Alcuin’s text.",Reims, Bibliothèque municipale 117 (B.80),1-26,xii
215,Alcuin,Compendium in Canticum Canticorum (versio brevior) Clavis 1220,Compendium,Song of Songs,"Rome, Biblioteca Universitaria Alessandrina 98, f. 222r- 235r, saec. xvi.",Rome, Biblioteca Universitaria Alessandrina 98,222r- 235r,xvi
